pl_name,hostname,discoverymethod,disc_year,disc_facility,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,sy_dist,st_teff,st_rad,st_mass,decade,earth_radius_class,orbital_period_class,distance_class_pc,disc_year_int
TOI-7510 d,TOI-7510,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),10.52,190.0,48.864468,0.2672,249.006,5720.0,1.035,1.063,2020,Gas giant 6–15,10–50 days,100–500 pc,2025
TOI-756 b,TOI-756,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),2.81,9.83,1.2392495,0.018,86.1759,3657.0,0.505,0.505,2020,Neptune-like 2–6,<3 days,50–100 pc,2025
TOI-756 c,TOI-756,Radial Velocity,2025.0,La Silla Observatory,13.0,1287.20504835,149.4,0.439,86.1759,3657.0,0.505,0.505,2020,Gas giant 6–15,50–365 days,50–100 pc,2025
TOI-757 b,TOI-757,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),2.5,10.5,17.46819,0.122,60.3418,5278.0,0.78,0.8,2020,Neptune-like 2–6,10–50 days,50–100 pc,2024
TOI-762 A b,TOI-762 A,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),8.33948164,79.77493016,3.4716826,0.03418,98.4458,3266.0,0.425,0.442,2020,Gas giant 6–15,3–10 days,50–100 pc,2024
TOI-763 b,TOI-763,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),2.28,9.79,5.6057,0.06,95.1274,5450.0,0.897,0.917,2020,Neptune-like 2–6,3–10 days,50–100 pc,2020
TOI-763 c,TOI-763,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),2.63,9.32,12.2737,0.1011,95.1274,5450.0,0.897,0.917,2020,Neptune-like 2–6,10–50 days,50–100 pc,2020
TOI-771 b,TOI-771,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.36,2.47,2.3260155,0.0208,25.2788,3370.0,0.232,0.22,2020,Super-Earth 1.25–2,<3 days,10–50 pc,2024
TOI-771 c,TOI-771,Radial Velocity,2025.0,Paranal Observatory,1.5,2.87,7.61,0.046,25.2788,3370.0,0.232,0.22,2020,Super-Earth 1.25–2,3–10 days,10–50 pc,2025
TOI-776 b,TOI-776,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),1.798,5.0,8.24662,0.0653,27.1701,3725.0,0.547,0.542,2020,Super-Earth 1.25–2,3–10 days,10–50 pc,2020
TOI-776 c,TOI-776,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),2.047,6.9,15.665323,0.1001,27.1701,3725.0,0.547,0.542,2020,Neptune-like 2–6,10–50 days,10–50 pc,2020
TOI-778 b,TOI-778,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),15.4,878.0,4.633611,0.06,161.743,6643.0,1.71,1.4,2020,>15 Earth radii,3–10 days,100–500 pc,2023
TOI-782 b,TOI-782,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),2.734,19.1,8.0240015,0.0578,52.5122,3370.0,0.413,0.397,2020,Neptune-like 2–6,3–10 days,50–100 pc,2024
TOI-784 b,HD 307842,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),1.93,9.67,2.7970365,0.038,64.5997,5558.0,0.907,0.91,2020,Super-Earth 1.25–2,<3 days,50–100 pc,2023
TOI-799 b,TOI-799,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.06631784,4.92,5.54519139676,,158.526,5662.81,0.915519,1.0,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-808 b,TOI-808,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.20344362,5.49,9.73944854026,,98.1848,5078.2,0.833198,0.87,2020,Neptune-like 2–6,3–10 days,50–100 pc,2026
TOI-813 b,TOI-813,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),6.71,36.4,83.8911,0.423,263.145,5907.0,1.94,1.32,2020,Gas giant 6–15,50–365 days,100–500 pc,2020
TOI-815 b,TOI-815,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),2.94,7.6,11.197259,0.0903,59.7117,4869.0,0.77,0.776,2020,Neptune-like 2–6,10–50 days,50–100 pc,2024
TOI-815 c,TOI-815,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),2.62,23.5,34.976145,0.193,59.7117,4869.0,0.77,0.776,2020,Neptune-like 2–6,10–50 days,50–100 pc,2024
TOI-824 b,TOI-824,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),2.926,18.467,1.392978,0.02177,63.9262,4600.0,0.695,0.71,2020,Neptune-like 2–6,<3 days,50–100 pc,2020
TOI-833 b,TOI-833,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),1.27,2.15,1.0418777,0.0171,41.7148,3920.0,0.6,0.61,2020,Super-Earth 1.25–2,<3 days,10–50 pc,2022
TOI-836 b,TOI-836,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),1.704,4.53,3.81673,0.0422,27.5024,4552.0,0.665,0.678,2020,Super-Earth 1.25–2,3–10 days,10–50 pc,2023
TOI-836.01,TOI-836,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),2.587,9.6,8.59545,0.075,27.5024,4552.0,0.665,0.678,2020,Neptune-like 2–6,3–10 days,10–50 pc,2021
TOI-837 b,TOI-837,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),9.16894621,120.45696625,8.3249113,0.0888,142.488,5995.0,1.052,1.142,2020,Gas giant 6–15,3–10 days,100–500 pc,2020
TOI-849 b,TOI-849,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),3.64,41.8,0.765548,0.0155,225.734,5257.0,0.97,0.97,2020,Neptune-like 2–6,<3 days,100–500 pc,2020
TOI-858 B b,TOI-858 B,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),14.06727078,349.6112477,3.2797178,0.04435,250.489,5842.0,1.308,1.081,2020,Gas giant 6–15,3–10 days,100–500 pc,2023
TOI-871 b,TOI-871,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.664,3.41,14.362565,0.1054,68.0473,4929.0,0.719,0.758,2020,Super-Earth 1.25–2,10–50 days,50–100 pc,2024
TOI-880 c,TOI-880,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),4.95,21.7,6.3872703,0.0635,60.6679,5050.0,0.83,0.87,2020,Neptune-like 2–6,3–10 days,50–100 pc,2025
TOI-880.02,TOI-880,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),2.19,5.43,2.57571,0.0349,60.6679,5050.0,0.83,0.87,2020,Neptune-like 2–6,<3 days,50–100 pc,2024
TOI-883 b,TOI-883,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),7.17166228,40.7,10.05771848538,,102.637,5713.15,1.01477,1.003,2020,Gas giant 6–15,10–50 days,100–500 pc,2026
TOI-892 b,TOI-892,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),11.99363,301.9385,10.62656,0.092,340.543,6261.0,1.39,1.28,2020,Gas giant 6–15,10–50 days,100–500 pc,2020
TOI-904 b,TOI-904,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),2.426,6.46,10.8772,0.056,46.0891,3770.2,0.527,0.557,2020,Neptune-like 2–6,10–50 days,10–50 pc,2023
TOI-904 c,TOI-904,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),2.167,5.34,83.9997,0.312,46.0891,3770.2,0.527,0.557,2020,Neptune-like 2–6,50–365 days,10–50 pc,2023
TOI-905 b,TOI-905,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),13.125739,211.99261,3.739494,0.04666,158.649,5570.0,0.918,0.968,2020,Gas giant 6–15,3–10 days,100–500 pc,2020
TOI-907.01,TOI-907,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),9.6158851,67.0,4.5849129,0.055225481,312.529,6272.0,2.059789,1.069357,2020,Gas giant 6–15,3–10 days,100–500 pc,2024
TOI-908 b,TOI-908,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),3.186,16.137,3.183792,0.041657,175.748,5626.0,1.028,0.95,2020,Neptune-like 2–6,3–10 days,100–500 pc,2023
TOI-912 b,TOI-912,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),1.93,5.1,4.6780691,0.041,26.1072,3572.0,0.419,0.418,2020,Super-Earth 1.25–2,3–10 days,10–50 pc,2025
TOI-913 b,TOI-913,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),2.4528,6.59,11.098644,,65.1769,4969.0,0.7325,0.82,2020,Neptune-like 2–6,10–50 days,50–100 pc,2023
TOI-921 b,TOI-921,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),3.53409617,12.2,5.12871907628,,294.015,6011.66,1.14165,1.13,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-929 b,TOI-929,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.68983343,7.7,5.83015366944,,114.421,4457.16,0.717414,0.7,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-938 b,TOI-938,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),4.82401567,20.8,8.80733882211,,215.034,5829.42,0.985134,1.1,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-941 b,TOI-941,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),6.51165317,34.6,8.51460888787,,263.386,5745.88,1.1849,1.078,2020,Gas giant 6–15,3–10 days,100–500 pc,2026
TOI-942 b,TOI-942,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),3.89,16.0,4.32421,0.04866,152.601,4969.0,0.894,0.822,2020,Neptune-like 2–6,3–10 days,100–500 pc,2020
TOI-942 c,TOI-942,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),4.67,37.0,10.156272,0.08598,152.601,4969.0,0.894,0.822,2020,Neptune-like 2–6,10–50 days,100–500 pc,2020
TOI-954 b,TOI-954,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),9.550068,55.30242,3.6849729,0.04963,238.768,5710.0,1.892,1.201,2020,Gas giant 6–15,3–10 days,100–500 pc,2020
TOI-969 b,TOI-969,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),2.765,9.1,1.8237305,0.02636,77.2554,4435.0,0.671,0.734,2020,Neptune-like 2–6,<3 days,50–100 pc,2022
TOI-969 c,TOI-969,Radial Velocity,2022.0,Multiple Observatories,12.4,3591.4609991,1700.0,2.52,77.2554,4435.0,0.671,0.734,2020,Gas giant 6–15,1–10 years,50–100 pc,2022
TRAPPIST-1 b,TRAPPIST-1,Transit,2016.0,La Silla Observatory,1.116,1.374,1.510826,0.01154,12.42988881,2566.0,0.1192,0.0898,2010,Earth-size 0.5–1.25,<3 days,10–50 pc,2016
TRAPPIST-1 c,TRAPPIST-1,Transit,2016.0,La Silla Observatory,1.097,1.308,2.421937,0.0158,12.42988881,2566.0,0.1192,0.0898,2010,Earth-size 0.5–1.25,<3 days,10–50 pc,2016
TRAPPIST-1 d,TRAPPIST-1,Transit,2016.0,La Silla Observatory,0.788,0.388,4.049219,0.02227,12.42988881,2566.0,0.1192,0.0898,2010,Earth-size 0.5–1.25,3–10 days,10–50 pc,2016
TRAPPIST-1 e,TRAPPIST-1,Transit,2017.0,Multiple Observatories,0.92,0.692,6.101013,0.02925,12.42988881,2566.0,0.1192,0.0898,2010,Earth-size 0.5–1.25,3–10 days,10–50 pc,2017
TRAPPIST-1 f,TRAPPIST-1,Transit,2017.0,Multiple Observatories,1.045,1.039,9.20754,0.03849,12.42988881,2566.0,0.1192,0.0898,2010,Earth-size 0.5–1.25,3–10 days,10–50 pc,2017
TRAPPIST-1 g,TRAPPIST-1,Transit,2017.0,Multiple Observatories,1.129,1.321,12.352446,0.04683,12.42988881,2566.0,0.1192,0.0898,2010,Earth-size 0.5–1.25,10–50 days,10–50 pc,2017
TRAPPIST-1 h,TRAPPIST-1,Transit,2017.0,Multiple Observatories,0.755,0.326,18.772866,0.06189,12.42988881,2566.0,0.1192,0.0898,2010,Earth-size 0.5–1.25,10–50 days,10–50 pc,2017
TWA 7 b,TWA 7,Imaging,2025.0,James Webb Space Telescope (JWST),12.7,108.06165838,,52.0,33.9958,3509.0,0.917173,0.46,2020,Gas giant 6–15,Unknown,10–50 pc,2025
TYC 0434-04538-1 b,TYC 0434-04538-1,Radial Velocity,2021.0,Multiple Observatories,12.7,1938.763,193.2,0.66,613.422,4679.0,9.99,1.04,2020,Gas giant 6–15,50–365 days,"500–1,000 pc",2021
TYC 1422-614-1 b,TYC 1422-614-1,Radial Velocity,2014.0,Multiple Observatories,13.3,794.5,198.4,0.69,672.41,4806.0,6.85,1.15,2010,Gas giant 6–15,50–365 days,"500–1,000 pc",2014
TYC 1422-614-1 c,TYC 1422-614-1,Radial Velocity,2014.0,Multiple Observatories,12.5,3178.0,559.3,1.37,672.41,4806.0,6.85,1.15,2010,Gas giant 6–15,1–10 years,"500–1,000 pc",2014
TYC 2187-512-1 b,TYC 2187-512-1,Radial Velocity,2022.0,Calar Alto Observatory,12.5,104.88337431,691.9,1.22,15.4744,3734.0,0.495,0.498,2020,Gas giant 6–15,1–10 years,10–50 pc,2022
TYC 3318-01333-1 b,TYC 3318-01333-1,Radial Velocity,2018.0,Multiple Observatories,13.1,1086.9786,562.0,1.414,490.61,4776.0,5.9,1.19,2010,Gas giant 6–15,1–10 years,100–500 pc,2018
TYC 3667-1280-1 b,TYC 3667-1280-1,Radial Velocity,2016.0,McDonald Observatory,12.8,1716.282,26.468,0.21,477.516,5130.0,6.26,1.87,2010,Gas giant 6–15,10–50 days,100–500 pc,2016
TYC 4282-00605-1 b,TYC 4282-00605-1,Radial Velocity,2017.0,Roque de los Muchachos Observatory,12.4,3426.2074,101.54,0.422,464.128,4300.0,16.21,0.97,2010,Gas giant 6–15,50–365 days,100–500 pc,2017
TYC 8998-760-1 b,TYC 8998-760-1,Imaging,2020.0,Paranal Observatory,12.1,6928.6592726,,146.0,94.6177,4573.0,0.953811,1.0,2020,Gas giant 6–15,Unknown,50–100 pc,2020
TYC 8998-760-1 c,TYC 8998-760-1,Imaging,2020.0,Paranal Observatory,12.3299,1906.98,,320.0,94.6177,4573.0,0.953811,1.0,2020,Gas giant 6–15,Unknown,50–100 pc,2020
Teegarden's Star b,Teegarden's Star,Radial Velocity,2019.0,Calar Alto Observatory,1.05,1.16,4.90634,0.0259,3.83078,3034.0,0.12,0.097,2010,Earth-size 0.5–1.25,3–10 days,<10 pc,2019
Teegarden's Star c,Teegarden's Star,Radial Velocity,2019.0,Calar Alto Observatory,1.02,1.05,11.416,0.0455,3.83078,3034.0,0.12,0.097,2010,Earth-size 0.5–1.25,10–50 days,<10 pc,2019
Teegarden's Star d,Teegarden's Star,Radial Velocity,2024.0,Multiple Observatories,0.954,0.82,26.13,0.0791,3.83078,3034.0,0.12,0.097,2020,Earth-size 0.5–1.25,10–50 days,<10 pc,2024
TrES-1 b,TrES-1,Transit,2004.0,TrES,12.66617,266.9772,3.03007,0.03925,159.658,5230.0,0.85,1.04,2000,Gas giant 6–15,3–10 days,100–500 pc,2004
TrES-2 b,TrES-2,Transit,2006.0,TrES,15.24424,473.5667,2.47063,0.03568,215.32,5850.0,1.12,1.36,2000,>15 Earth radii,<3 days,100–500 pc,2006
TrES-3 b,TrES-3,Transit,2007.0,TrES,14.975,607.03,1.30618581,0.02282,231.337,5650.0,0.829,0.928,2000,Gas giant 6–15,<3 days,100–500 pc,2007
TrES-4 b,TrES-4,Transit,2007.0,TrES,18.04649,247.9074,3.55395,0.05084,515.98,6200.0,1.66,1.08,2000,>15 Earth radii,3–10 days,"500–1,000 pc",2007
TrES-5 b,TrES-5,Transit,2011.0,TrES,13.383546,568.9157,1.48224686,0.02459,360.313,5171.0,0.868,0.901,2010,Gas giant 6–15,<3 days,100–500 pc,2011
UCAC3 113-933 b,UCAC3 113-933,Imaging,2024.0,Multiple Observatories,12.1,6674.396547,,6100.0,52.5829,3864.0,0.564484,0.61,2020,Gas giant 6–15,Unknown,50–100 pc,2024
UCAC4 328-061594 b,UCAC4 328-061594,Imaging,2024.0,Multiple Observatories,12.1,6674.396547,,19000.0,39.9089,,,1.19,2020,Gas giant 6–15,Unknown,10–50 pc,2024
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,Microlensing,2018.0,Mauna Kea Observatory,13.7,407.0,,4.18,6300.0,,,0.81,2010,Gas giant 6–15,Unknown,">5,000 pc",2018
USco CTIO 108 b,USco CTIO 108,Imaging,2008.0,Teide Observatory,12.3,4449.62,,670.0,144.019,2700.0,0.345365,0.06,2000,Gas giant 6–15,Unknown,100–500 pc,2008
USco1556 b,USco1556 A,Imaging,2019.0,Multiple Observatories,12.3,4767.45,,3500.0,140.635,3410.0,0.668108,0.33,2010,Gas giant 6–15,Unknown,100–500 pc,2019
USco1621 b,USco1621 A,Imaging,2019.0,Multiple Observatories,12.2,5085.28,,2880.0,137.901,3460.0,0.710071,0.36,2010,Gas giant 6–15,Unknown,100–500 pc,2019
UZ For b,UZ For,Eclipse Timing Variations,2011.0,Multiple Observatories,,2002.2,5840.0,5.9,239.60387482,5286.9,,0.7,2010,Unknown,>10 years,100–500 pc,2011
UZ For c,UZ For,Eclipse Timing Variations,2011.0,Multiple Observatories,,2447.2,1916.25,2.8,239.60387482,5286.9,,0.7,2010,Unknown,1–10 years,100–500 pc,2011
V0391 Peg b,V0391 Peg,Pulsation Timing Variations,2007.0,Multiple Observatories,13.1,1017.056,1170.0,1.7,1195.98,29300.0,0.23,0.5,2000,Gas giant 6–15,1–10 years,"1,000–5,000 pc",2007
V1298 Tau b,V1298 Tau,Transit,2019.0,K2,9.41,13.1,24.140006,0.1685,108.199,4970.0,1.32,1.1,2010,Gas giant 6–15,10–50 days,100–500 pc,2019
V1298 Tau c,V1298 Tau,Transit,2019.0,K2,5.08,4.7,8.249164,0.0824,108.199,4970.0,1.32,1.1,2010,Neptune-like 2–6,3–10 days,100–500 pc,2019
V1298 Tau d,V1298 Tau,Transit,2019.0,K2,6.53,6.0,12.401394,0.1081,108.199,4970.0,1.32,1.1,2010,Gas giant 6–15,10–50 days,100–500 pc,2019
V1298 Tau e,V1298 Tau,Transit,2019.0,K2,10.17,15.3,48.677714,0.2689,108.199,4970.0,1.32,1.1,2010,Gas giant 6–15,10–50 days,100–500 pc,2019
V2376 Ori b,V2376 Ori,Imaging,2025.0,Multiple Observatories,87.20586985,6356.56814,,71.0,,,,0.45,2020,>15 Earth radii,Unknown,Unknown,2025
V830 Tau b,V830 Tau,Radial Velocity,2016.0,Multiple Observatories,14.0,222.481,4.927,0.057,130.111,4250.0,2.0,1.0,2010,Gas giant 6–15,3–10 days,100–500 pc,2016
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,Imaging,2015.0,Paranal Observatory,13.67495645,5085.254512,5800000.0,350.0,12.7,2620.0,,0.07,2010,Gas giant 6–15,>10 years,10–50 pc,2015
WASP-1 b,WASP-1,Transit,2007.0,SuperWASP,16.623,271.415,2.5199454,0.03889,393.072,6110.0,1.47,1.24,2000,>15 Earth radii,<3 days,100–500 pc,2007
WASP-10 b,WASP-10,Transit,2008.0,SuperWASP,12.106,1001.12,3.0927616,0.03781,140.998,4675.0,0.698,0.75,2000,Gas giant 6–15,3–10 days,100–500 pc,2008
WASP-100 b,WASP-100,Transit,2014.0,SuperWASP,14.90797,400.4658,2.84938,0.04574,364.411,6900.0,1.57,0.77,2010,Gas giant 6–15,<3 days,100–500 pc,2014
WASP-101 b,WASP-101,Transit,2014.0,SuperWASP,16.02887,162.0933,3.58572,0.05057,201.224,6380.0,1.31,1.41,2010,>15 Earth radii,3–10 days,100–500 pc,2014
WASP-102 b,WASP-102,Transit,2025.0,SuperWASP,14.90794433,197.68926915,2.709813,0.041,535.689,5990.0,1.375,1.08,2020,Gas giant 6–15,<3 days,"500–1,000 pc",2025
WASP-103 b,WASP-103,Transit,2014.0,SuperWASP,17.127,473.547,0.925542,0.01985,375.647,6110.0,1.436,1.22,2010,>15 Earth radii,<3 days,100–500 pc,2014
WASP-104 b,WASP-104,Transit,2014.0,SuperWASP,12.745,404.263,1.7554137,0.02918,185.932,5475.0,0.963,1.076,2010,Gas giant 6–15,<3 days,100–500 pc,2014
WASP-105 b,WASP-105,Transit,2017.0,SuperWASP-South,10.76064,572.094,7.87288,0.075,169.272,5070.0,0.9,0.89,2010,Gas giant 6–15,3–10 days,100–500 pc,2017
WASP-106 b,WASP-106,Transit,2014.0,SuperWASP,12.10569916,613.40882551,9.28969,0.0901,352.181,6002.0,1.47,1.175,2010,Gas giant 6–15,3–10 days,100–500 pc,2014
WASP-107 b,WASP-107,Transit,2017.0,SuperWASP-South,10.53646,30.51152707,5.7214876,0.055,64.7414,4425.0,0.657,0.683,2010,Gas giant 6–15,3–10 days,50–100 pc,2017
WASP-107 c,WASP-107,Radial Velocity,2020.0,Multiple Observatories,13.0,111.23994245,1066.0,,64.7414,4425.0,0.657,0.683,2020,Gas giant 6–15,1–10 years,50–100 pc,2020
WASP-108 b,WASP-108,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),15.13212395,283.50293904,2.67555212374,,258.777,6783.0,1.34415,1.167,2020,>15 Earth radii,<3 days,100–500 pc,2020
WASP-11 b,WASP-11,Transit,2008.0,SuperWASP,12.44199,251.0857,3.72247,0.0435,124.73,4800.0,0.89,1.42,2000,Gas giant 6–15,3–10 days,100–500 pc,2008
WASP-110 b,WASP-110,Transit,2021.0,Paranal Observatory,13.19297028,154.78243421,3.7784022,,274.96,5392.0,0.853,0.814,2020,Gas giant 6–15,3–10 days,100–500 pc,2021
WASP-113 b,WASP-113,Transit,2016.0,SuperWASP-North,15.793481,150.96925,4.54216874538,0.05885,435.156,5890.0,1.608,1.318,2010,>15 Earth radii,3–10 days,100–500 pc,2016
WASP-114 b,WASP-114,Transit,2016.0,SuperWASP-North,15.008851,562.24127,1.5487743,0.02851,523.337,5940.0,1.43,1.289,2010,>15 Earth radii,<3 days,"500–1,000 pc",2016
WASP-116 b,WASP-116,Transit,2025.0,SuperWASP,13.67495645,203.41018048,6.6132,0.065,559.243,6250.0,1.426,1.25,2020,Gas giant 6–15,3–10 days,"500–1,000 pc",2025
WASP-117 b,WASP-117,Transit,2014.0,SuperWASP,11.88154,95.349,10.02165,0.09459,157.963,6040.0,1.22,1.29,2010,Gas giant 6–15,10–50 days,100–500 pc,2014
WASP-118 b,WASP-118,Transit,2016.0,SuperWASP,16.14096,163.36462,4.0460435,0.05453,376.658,6410.0,1.696,1.32,2010,>15 Earth radii,3–10 days,100–500 pc,2016
WASP-119 b,WASP-119,Transit,2016.0,SuperWASP-South,15.6926,390.9309,2.49979,0.0363,302.448,5650.0,1.2,1.02,2010,>15 Earth radii,<3 days,100–500 pc,2016
WASP-12 b,WASP-12,Transit,2008.0,SuperWASP,22.02564708,467.2101,1.091418901,0.0234,427.246,6265.0,1.69,1.325,2000,>15 Earth radii,<3 days,100–500 pc,2008
WASP-120 b,WASP-120,Transit,2016.0,SuperWASP,15.58048317,1541.4755,3.61126721,0.0514,381.174,6450.0,1.68443,1.393,2010,>15 Earth radii,3–10 days,100–500 pc,2016
WASP-121 b,WASP-121,Transit,2016.0,SuperWASP,19.52604438,371.85923619,1.27492504,0.02571,269.898,6628.0,1.461,1.33,2010,>15 Earth radii,<3 days,100–500 pc,2016
WASP-123 b,WASP-123,Transit,2016.0,SuperWASP,15.13212395,285.72917,2.97764359,0.04263,197.996,5740.0,1.285,1.166,2010,>15 Earth radii,<3 days,100–500 pc,2016
WASP-124 b,WASP-124,Transit,2016.0,SuperWASP-South,13.89916,190.698,3.37265,0.0449,448.637,6050.0,1.02,1.07,2010,Gas giant 6–15,3–10 days,100–500 pc,2016
WASP-126 b,WASP-126,Transit,2016.0,SuperWASP-South,10.51358773,90.3,3.28883,0.0449,216.526,5800.0,1.27,1.12,2010,Gas giant 6–15,3–10 days,100–500 pc,2016
WASP-126 c,WASP-126,Transit Timing Variations,2019.0,Transiting Exoplanet Survey Satellite (TESS),9.38,64.2,7.63,,216.526,5800.0,1.27,1.12,2010,Gas giant 6–15,3–10 days,100–500 pc,2019
WASP-127 b,WASP-127,Transit,2016.0,SuperWASP,14.694999,52.346601,4.17806203,0.0484,159.507,5620.0,1.333,0.95,2010,Gas giant 6–15,3–10 days,100–500 pc,2016
WASP-129 b,WASP-129,Transit,2016.0,SuperWASP-South,10.42437,317.83,5.748145,0.0628,301.462,5900.0,0.9,1.0,2010,Gas giant 6–15,3–10 days,100–500 pc,2016
WASP-13 b,WASP-13,Transit,2009.0,SuperWASP,13.67498,114.4188,4.35301,0.05362,227.537,5950.0,1.37,0.72,2000,Gas giant 6–15,3–10 days,100–500 pc,2009
WASP-130 b,WASP-130,Transit,2016.0,SuperWASP-South,9.97601,390.9309,11.55098,0.1012,172.256,5625.0,0.96,1.04,2010,Gas giant 6–15,10–50 days,100–500 pc,2016
WASP-131 b,WASP-131,Transit,2016.0,SuperWASP-South,13.74221034,86.76715511,5.3220125,0.0608,200.075,5990.0,1.561,1.06,2010,Gas giant 6–15,3–10 days,100–500 pc,2016
WASP-132 b,WASP-132,Transit,2016.0,SuperWASP-South,10.09929161,136.0305582,7.1335164,0.0674,122.91,4686.0,0.758,0.789,2010,Gas giant 6–15,3–10 days,100–500 pc,2016
WASP-132 c,WASP-132,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),1.841,6.26,1.01153624,0.01833,122.91,4686.0,0.758,0.789,2020,Super-Earth 1.25–2,<3 days,100–500 pc,2022
WASP-132 d,WASP-132,Radial Velocity,2024.0,Multiple Observatories,12.8,1639.99458012,1816.6,2.71,122.91,4686.0,0.758,0.789,2020,Gas giant 6–15,1–10 years,100–500 pc,2024
WASP-133 b,WASP-133,Transit,2016.0,SuperWASP-South,13.56289,368.6828,2.176423,0.0345,559.084,5700.0,1.44,1.16,2010,Gas giant 6–15,<3 days,"500–1,000 pc",2016
WASP-135 b,WASP-135,Transit,2015.0,SuperWASP,14.5717,603.877,1.4013794,0.0243,298.214,5675.0,0.96,0.98,2010,Gas giant 6–15,<3 days,100–500 pc,2015
WASP-136 b,WASP-136,Transit,2016.0,SuperWASP,16.81347105,479.92089457,5.21536178778,0.0661,275.587,6250.0,2.39014,1.41,2010,>15 Earth radii,3–10 days,100–500 pc,2016
WASP-138 b,WASP-138,Transit,2016.0,SuperWASP,12.21781,387.7526,3.634433,0.0494,414.234,6272.0,1.36,1.22,2010,Gas giant 6–15,3–10 days,100–500 pc,2016
